uid,participant_id,video_id,start_timestamp,stop_timestamp,start_action,stop_action,inactive,inactive_frame_name,action,noun,bbox_coords,contact_points,org_contact_points
242,P01,20250512T062426Z,206.8,210,5171,5251,5135,P01_5135_232_210_1680_1062.jpg,cut leafs,strawberry,"232, 210, 1680, 1062","(315, 176), (318, 192), (315, 216), (310, 227), (300, 247), (297, 269), (297, 284), (311, 290), (287, 173), (312, 170)","(863, 563), (868, 594), (862, 642), (853, 664), (833, 705), (827, 748), (826, 779), (854, 790), (806, 557), (856, 550)"
243,P01,20250512T062426Z,212.16,216,5305,5401,5260,P01_5260_242_244_1810_1052.jpg,turn pot,strawberry,"242, 244, 1810, 1052","(232, 312), (236, 332), (240, 344), (242, 362), (242, 385), (427, 344), (417, 356), (410, 371), (406, 386), (406, 395)","(707, 869), (715, 908), (722, 932), (727, 969), (727, 1014), (1096, 933), (1076, 957), (1063, 987), (1055, 1017), (1055, 1035)"
244,P01,20250512T062426Z,217.2,219.92,5431,5499,5429,P01_5429_226_166_1366_1048.jpg,cut leafs,strawberry,"226, 166, 1366, 1048","(248, 320), (263, 320), (279, 327), (295, 338), (239, 320), (238, 349), (231, 364), (208, 311), (201, 334), (209, 374)","(722, 807), (752, 807), (784, 820), (816, 843), (705, 807), (703, 865), (689, 894), (644, 789), (629, 834), (645, 914)"
245,P01,20250512T062426Z,221.84,224.84,5547,5622,5513,P01_5513_294_336_1376_1076.jpg,cut leafs,strawberry,"294, 336, 1376, 1076","(204, 240), (234, 237), (247, 218), (243, 235), (259, 235), (271, 237), (260, 243), (265, 256), (272, 272), (278, 267)","(702, 817), (763, 811), (789, 773), (780, 807), (813, 806), (836, 811), (814, 822), (825, 848), (838, 880), (850, 871)"
246,P01,20250512T062426Z,226.6,229.72,5666,5744,5665,P01_5665_240_352_1492_1060.jpg,cut leafs,strawberry,"240, 352, 1492, 1060","(246, 224), (266, 230), (283, 241), (296, 253), (307, 268), (322, 292), (209, 269), (224, 257), (243, 251), (262, 251)","(732, 801), (772, 812), (806, 834), (832, 859), (855, 889), (884, 936), (658, 890), (689, 867), (727, 855), (764, 854)"
247,P01,20250512T062426Z,230.88,234.4,5773,5861,5750,P01_5750_310_274_1884_1074.jpg,cut leafs,strawberry,"310, 274, 1884, 1074","(212, 288), (228, 280), (245, 277), (276, 290), (294, 298), (256, 282), (217, 302), (238, 294), (269, 294), (310, 314)","(734, 851), (767, 835), (801, 829), (862, 854), (898, 871), (823, 838), (744, 878), (787, 863), (849, 863), (931, 902)"
248,P01,20250512T062426Z,235.96,238.32,5900,5959,5874,P01_5874_230_266_1846_1048.jpg,cut leafs,strawberry,"230, 266, 1846, 1048","(264, 242), (283, 254), (293, 269), (303, 280), (313, 301), (318, 314), (318, 328), (254, 218), (265, 215), (270, 228)","(758, 751), (797, 775), (817, 804), (836, 826), (856, 869), (867, 895), (867, 923), (738, 703), (761, 697), (770, 723)"
249,P01,20250512T062426Z,240.12,243.68,6004,6093,5959,P01_5959_256_326_1518_1064.jpg,cut leafs,strawberry,"256, 326, 1518, 1064","(370, 135), (380, 143), (386, 146), (372, 157), (361, 174), (351, 198), (345, 221), (341, 235), (341, 257), (343, 276)","(997, 596), (1017, 613), (1028, 619), (1000, 641), (979, 674), (959, 723), (946, 768), (939, 796), (938, 841), (942, 878)"
250,P01,20250512T062426Z,269.16,272.96,6730,6825,6727,P01_6727_272_124_1570_1074.jpg,cut leafs,strawberry,"272, 124, 1570, 1074","(308, 399), (304, 380), (292, 358), (302, 340), (281, 346), (269, 357), (252, 366), (233, 382), (222, 398), (293, 343)","(889, 922), (881, 885), (856, 840), (876, 804), (835, 817), (810, 838), (777, 857), (739, 889), (716, 920), (858, 811)"
251,P01,20250512T062426Z,275.2,280.68,6881,7018,6845,P01_6845_100_344_1530_1060.jpg,cut leafs,strawberry,"100, 344, 1530, 1060","(402, 252), (417, 257), (431, 266), (446, 279), (465, 297), (481, 312), (490, 328), (472, 346), (524, 352), (526, 310)","(905, 849), (935, 859), (963, 877), (992, 902), (1030, 939), (1063, 968), (1081, 1000), (1045, 1036), (1148, 1048), (1153, 964)"
252,P05,20250520T071124Z,0.8,9.84,21,247,19,P05_19_546_38_1840_810.jpg,cut flower,strawberry,"546, 38, 1840, 810","(219, 245), (232, 260), (252, 277), (251, 303), (262, 276), (280, 263), (303, 258), (314, 252), (324, 268), (332, 283)","(985, 528), (1011, 558), (1050, 592), (1048, 645), (1070, 591), (1106, 565), (1153, 554), (1175, 542), (1195, 574), (1210, 604)"
253,P05,20250520T071124Z,12.52,21.44,314,537,297,P05_297_562_14_1858_798.jpg,cut flower,strawberry,"562, 14, 1858, 798","(159, 146), (157, 162), (122, 158), (139, 174), (163, 184), (170, 196), (186, 205), (224, 214), (255, 226), (281, 250)","(881, 307), (876, 339), (806, 331), (841, 362), (888, 382), (902, 407), (935, 424), (1010, 443), (1072, 466), (1124, 514)"
254,P01,20250513T084558Z,0.52,5.08,14,128,10,P01_10_240_8_1558_1074.jpg,cut stem,strawberry,"240, 8, 1558, 1074","(352, 133), (360, 147), (357, 159), (339, 202), (330, 234), (317, 293), (313, 351), (373, 153), (337, 249), (310, 391)","(944, 274), (960, 302), (955, 327), (919, 412), (900, 477), (875, 594), (867, 710), (986, 315), (915, 507), (861, 791)"
255,P01,20250513T084558Z,5.56,8.44,140,212,136,P01_136_150_4_1532_1038.jpg,cut stem,strawberry,"150, 4, 1532, 1038","(428, 155), (409, 170), (386, 207), (371, 246), (367, 296), (365, 342), (367, 397), (367, 433), (364, 447), (379, 447)","(1007, 314), (969, 344), (923, 419), (892, 496), (884, 597), (881, 689), (885, 798), (884, 871), (879, 898), (908, 898)"
256,P01,20250513T084558Z,9.36,12.32,235,309,215,P01_215_212_14_1506_1064.jpg,cut stem,strawberry,"212, 14, 1506, 1064","(392, 250), (372, 260), (360, 277), (348, 302), (345, 333), (344, 369), (341, 398), (404, 264), (379, 239), (355, 421)","(997, 515), (956, 535), (933, 568), (908, 618), (903, 680), (900, 752), (894, 811), (1020, 542), (970, 492), (922, 857)"
257,P01,20250513T084558Z,13.92,18.52,349,464,309,P01_309_252_12_1458_1056.jpg,cut stem,strawberry,"252, 12, 1458, 1056","(233, 117), (250, 117), (275, 129), (281, 165), (287, 232), (312, 276), (331, 291), (342, 336), (349, 387), (344, 406)","(718, 247), (753, 247), (803, 271), (814, 342), (827, 476), (876, 564), (914, 595), (937, 684), (950, 787), (940, 825)"
258,P01,20250513T084558Z,20.4,22.92,511,574,467,P01_467_166_52_1492_1056.jpg,cut stem,strawberry,"166, 52, 1492, 1056","(151, 99), (187, 96), (212, 114), (227, 140), (253, 175), (295, 226), (336, 259), (366, 310), (381, 347), (388, 387)","(468, 250), (540, 245), (591, 280), (620, 332), (672, 403), (757, 505), (838, 570), (898, 672), (929, 747), (943, 827)"
259,P01,20250513T084558Z,24.72,27.72,619,694,593,P01_593_156_40_1520_1060.jpg,cut stem,strawberry,"156, 40, 1520, 1060","(436, 160), (434, 207), (430, 229), (421, 264), (412, 287), (399, 330), (409, 337), (402, 374), (385, 401), (401, 403)","(1028, 361), (1025, 455), (1017, 499), (998, 568), (981, 614), (954, 701), (974, 714), (960, 788), (926, 842), (958, 846)"
260,P01,20250513T084558Z,29.36,32.56,735,815,705,P01_705_190_60_1482_1068.jpg,cut stem,strawberry,"190, 60, 1482, 1068","(252, 172), (276, 154), (269, 183), (274, 207), (287, 227), (298, 252), (311, 290), (318, 330), (318, 363), (331, 398)","(694, 405), (743, 368), (729, 427), (739, 474), (764, 515), (786, 565), (813, 640), (827, 720), (827, 786), (853, 857)"
261,P01,20250513T084558Z,34.32,37.2,859,931,823,P01_823_198_70_1484_1054.jpg,cut stem,strawberry,"198, 70, 1484, 1054","(135, 144), (170, 138), (196, 142), (223, 158), (247, 182), (269, 235), (279, 299), (306, 346), (320, 381), (332, 406)","(469, 359), (538, 346), (591, 354), (644, 387), (693, 434), (736, 541), (757, 669), (811, 762), (839, 833), (863, 882)"
262,P01,20250513T084558Z,38.52,41.4,964,1036,955,P01_955_270_60_1528_1072.jpg,cut stem,strawberry,"270, 60, 1528, 1072","(178, 288), (197, 270), (222, 283), (236, 301), (253, 331), (283, 371), (277, 358), (309, 413), (302, 391), (297, 376)","(627, 637), (664, 601), (715, 627), (743, 663), (777, 723), (836, 802), (824, 777), (889, 886), (875, 843), (864, 813)"
263,P01,20250513T084558Z,43.36,46.88,1085,1173,1044,P01_1044_364_32_1610_1068.jpg,cut stem,strawberry,"364, 32, 1610, 1068","(312, 155), (323, 151), (330, 186), (330, 234), (328, 292), (325, 344), (314, 398), (323, 421), (322, 376), (329, 260)","(988, 342), (1010, 335), (1024, 404), (1025, 500), (1020, 617), (1014, 720), (992, 828), (1010, 874), (1009, 785), (1022, 553)"
264,P01,20250513T084558Z,49.2,52.48,1231,1313,1231,P01_1231_260_20_1496_1066.jpg,cut stem,strawberry,"260, 20, 1496, 1066","(249, 204), (277, 222), (296, 264), (309, 301), (348, 385), (332, 339), (356, 405), (303, 288), (323, 314), (341, 361)","(759, 428), (814, 465), (852, 548), (878, 622), (957, 790), (924, 699), (973, 831), (867, 597), (906, 649), (942, 742)"
265,P01,20250513T084558Z,54.44,57.68,1362,1443,1328,P01_1328_192_34_1440_1052.jpg,cut stem,strawberry,"192, 34, 1440, 1052","(495, 107), (518, 131), (516, 160), (502, 201), (487, 237), (468, 266), (455, 291), (430, 319), (412, 347), (397, 392)","(1182, 248), (1228, 297), (1225, 354), (1196, 437), (1167, 509), (1128, 567), (1103, 616), (1053, 673), (1016, 729), (986, 818)"
266,P01,20250513T084558Z,58.4,62.56,1461,1565,1460,P01_1460_170_0_1464_1054.jpg,turn pot,strawberry,"170, 0, 1464, 1054","(266, 392), (276, 421), (279, 444), (276, 470), (276, 488), (440, 392), (424, 427), (417, 451), (409, 478), (404, 503)","(703, 784), (723, 843), (729, 888), (722, 940), (722, 977), (1051, 784), (1019, 854), (1005, 903), (988, 956), (978, 1007)"
267,P01,20250513T084558Z,64.16,66.84,1605,1672,1569,P01_1569_94_22_1324_1056.jpg,cut leafs,strawberry,"94, 22, 1324, 1056","(286, 397), (305, 380), (318, 378), (330, 375), (353, 376), (369, 384), (386, 396), (396, 410), (379, 401), (389, 414)","(666, 816), (705, 782), (730, 778), (755, 772), (801, 774), (833, 791), (866, 814), (887, 843), (852, 824), (873, 851)"
268,P01,20250513T084558Z,68.16,71.24,1705,1782,1675,P01_1675_132_28_1388_1064.jpg,cut leafs,strawberry,"132, 28, 1388, 1064","(241, 440), (251, 390), (262, 380), (283, 373), (309, 369), (349, 359), (374, 356), (402, 358), (417, 379), (427, 395)","(614, 908), (634, 808), (657, 789), (699, 774), (750, 766), (830, 747), (880, 741), (937, 745), (966, 787), (986, 818)"
269,P01,20250513T084558Z,72.88,76.16,1823,1905,1782,P01_1782_110_66_1362_1058.jpg,cut leafs,strawberry,"110, 66, 1362, 1058","(122, 311), (151, 297), (174, 291), (220, 289), (260, 293), (307, 304), (342, 318), (365, 332), (387, 346), (397, 376)","(355, 688), (412, 661), (459, 648), (550, 644), (630, 652), (725, 674), (795, 703), (840, 731), (885, 758), (904, 819)"
270,P01,20250513T084558Z,78.04,80.92,1952,2024,1909,P01_1909_288_38_1408_1052.jpg,cut leafs,strawberry,"288, 38, 1408, 1052","(80, 284), (105, 267), (118, 264), (158, 293), (184, 311), (229, 328), (256, 341), (289, 362), (304, 396), (141, 282)","(449, 606), (498, 573), (524, 567), (605, 625), (656, 661), (746, 695), (800, 721), (866, 762), (897, 830), (571, 603)"
271,P01,20250513T084558Z,83.12,86.08,2079,2153,2031,P01_2031_350_98_1382_1060.jpg,cut leafs,strawberry,"350, 98, 1382, 1060","(123, 211), (150, 202), (174, 209), (208, 231), (224, 250), (242, 279), (259, 292), (278, 333), (278, 358), (288, 367)","(597, 520), (651, 502), (698, 516), (767, 561), (799, 598), (834, 657), (869, 682), (907, 764), (906, 815), (927, 833)"
272,P01,20250513T084558Z,87.44,89.96,2187,2250,2165,P01_2165_318_66_1422_1066.jpg,cut leafs,strawberry,"318, 66, 1422, 1066","(211, 353), (236, 352), (251, 356), (265, 370), (275, 381), (296, 388), (315, 395), (301, 403), (332, 403), (311, 411)","(741, 773), (791, 771), (820, 778), (849, 806), (868, 828), (911, 843), (948, 856), (920, 873), (982, 873), (941, 888)"
273,P01,20250513T084558Z,90.84,93.68,2272,2343,2261,P01_2261_346_96_1392_1062.jpg,cut leafs,strawberry,"346, 96, 1392, 1062","(159, 265), (179, 276), (199, 291), (211, 302), (225, 322), (240, 333), (256, 350), (277, 368), (291, 368), (303, 383)","(665, 627), (704, 648), (744, 679), (769, 700), (797, 740), (827, 763), (858, 797), (901, 833), (928, 833), (953, 863)"
274,P01,20250513T084558Z,95.6,97.96,2391,2450,2360,P01_2360_328_96_1378_1072.jpg,cut leafs,strawberry,"328, 96, 1378, 1072","(172, 271), (185, 269), (196, 279), (211, 297), (224, 312), (238, 328), (257, 344), (270, 360), (277, 380), (286, 374)","(673, 638), (698, 634), (721, 654), (751, 690), (776, 721), (805, 752), (843, 784), (868, 817), (882, 856), (900, 844)"
275,P01,20250513T084558Z,99.08,101.88,2478,2548,2450,P01_2450_306_44_1440_1064.jpg,cut leafs,strawberry,"306, 44, 1440, 1064","(236, 310), (252, 299), (263, 302), (275, 312), (284, 331), (287, 351), (288, 372), (297, 382), (313, 390), (304, 400)","(779, 665), (810, 642), (832, 648), (857, 669), (874, 707), (880, 746), (883, 788), (901, 809), (932, 824), (915, 844)"
276,P01,20250513T084558Z,102.84,105.68,2572,2643,2571,P01_2571_328_74_1408_1062.jpg,cut leafs,strawberry,"328, 74, 1408, 1062","(248, 280), (259, 291), (266, 309), (272, 326), (275, 347), (280, 368), (291, 373), (267, 297), (285, 390), (298, 396)","(824, 635), (846, 657), (861, 692), (873, 727), (878, 769), (888, 811), (911, 820), (863, 668), (898, 855), (925, 866)"
277,P01,20250513T084558Z,107.12,109.84,2679,2747,2677,P01_2677_348_94_1400_1060.jpg,cut leafs,strawberry,"348, 94, 1400, 1060","(287, 340), (271, 309), (258, 270), (247, 245), (226, 228), (253, 281), (260, 314), (265, 344), (277, 347), (212, 227)","(923, 775), (891, 712), (864, 634), (842, 584), (800, 551), (854, 657), (869, 723), (879, 782), (903, 789), (773, 548)"
278,P01,20250513T084558Z,110.92,114.8,2774,2871,2762,P01_2762_282_62_1568_1060.jpg,cut stem,strawberry,"282, 62, 1568, 1060","(95, 201), (122, 203), (152, 219), (182, 240), (207, 254), (229, 266), (265, 285), (288, 302), (303, 327), (312, 358)","(473, 464), (527, 468), (587, 501), (647, 542), (697, 570), (740, 594), (812, 633), (858, 666), (888, 716), (907, 779)"
279,P01,20250513T084558Z,115.56,117.56,2890,2940,2888,P01_2888_490_110_1242_1072.jpg,turn pot,strawberry,"490, 110, 1242, 1072","(106, 350), (111, 366), (111, 397), (110, 427), (112, 457), (276, 358), (263, 383), (257, 412), (251, 443), (245, 468)","(702, 810), (712, 843), (713, 904), (711, 965), (715, 1025), (1043, 826), (1017, 876), (1004, 934), (992, 997), (981, 1047)"
280,P01,20250513T084558Z,118.56,120.96,2965,3025,2964,P01_2964_412_70_1478_1062.jpg,cut leafs,strawberry,"412, 70, 1478, 1062","(178, 262), (210, 223), (187, 215), (198, 255), (206, 270), (215, 293), (222, 313), (225, 342), (230, 374), (242, 401)","(769, 595), (832, 516), (787, 501), (809, 580), (825, 611), (843, 656), (856, 696), (862, 755), (872, 819), (896, 872)"
281,P01,20250513T084558Z,124.64,126.36,3117,3160,3116,P01_3116_314_118_1312_1074.jpg,move pot,strawberry,"314, 118, 1312, 1074","(325, 334), (330, 342), (332, 357), (329, 368), (320, 372), (313, 402), (311, 426), (313, 424), (318, 412), (323, 389)","(964, 787), (975, 803), (978, 833), (973, 854), (954, 863), (940, 923), (936, 971), (941, 966), (950, 942), (961, 896)"
282,P01,20250513T084558Z,128.36,130.88,3210,3273,3207,P01_3207_382_160_1400_1064.jpg,turn pot,strawberry,"382, 160, 1400, 1064","(178, 336), (181, 357), (184, 372), (185, 387), (185, 405), (344, 337), (335, 359), (332, 375), (328, 399), (325, 415)","(739, 832), (745, 874), (751, 904), (752, 935), (753, 971), (1071, 834), (1053, 879), (1046, 911), (1038, 958), (1032, 990)"
283,P01,20250513T084558Z,132.2,135.28,3306,3383,3289,P01_3289_306_186_1484_1074.jpg,cut leafs,strawberry,"306, 186, 1484, 1074","(234, 307), (239, 284), (254, 254), (269, 229), (293, 215), (315, 203), (338, 197), (387, 194), (354, 165), (241, 330)","(775, 801), (785, 754), (814, 695), (845, 644), (892, 616), (937, 592), (983, 580), (1080, 574), (1014, 516), (789, 847)"
284,P01,20250513T084558Z,137.2,140.76,3431,3520,3410,P01_3410_354_156_1548_1060.jpg,cut leafs,strawberry,"354, 156, 1548, 1060","(316, 95), (320, 126), (320, 155), (319, 192), (332, 231), (335, 277), (330, 319), (334, 345), (314, 365), (337, 359)","(987, 346), (995, 408), (994, 467), (992, 541), (1019, 618), (1025, 711), (1015, 795), (1023, 847), (983, 887), (1028, 874)"
285,P01,20250513T084558Z,142.16,146.2,3555,3656,3538,P01_3538_296_90_1520_1070.jpg,cut leafs,strawberry,"296, 90, 1520, 1070","(269, 120), (287, 149), (299, 174), (308, 208), (324, 239), (335, 260), (344, 299), (348, 335), (341, 385), (355, 366)","(834, 331), (871, 389), (895, 438), (913, 507), (944, 569), (966, 610), (984, 688), (993, 761), (978, 861), (1007, 823)"
286,P01,20250513T084558Z,148.08,150.96,3703,3775,3702,P01_3702_334_146_1500_1070.jpg,cut leafs,strawberry,"334, 146, 1500, 1070","(251, 103), (266, 127), (282, 154), (301, 181), (318, 213), (334, 253), (341, 284), (344, 317), (329, 356), (346, 343)","(836, 353), (867, 400), (899, 454), (937, 508), (970, 573), (1002, 652), (1016, 714), (1022, 780), (993, 859), (1027, 832)"
287,P01,20250513T084558Z,152.68,156.12,3818,3904,3795,P01_3795_286_150_1540_1076.jpg,cut leafs,strawberry,"286, 150, 1540, 1076","(265, 321), (271, 292), (277, 264), (286, 241), (296, 225), (270, 277), (271, 258), (261, 345), (274, 344), (270, 235)","(817, 793), (828, 734), (841, 678), (859, 633), (879, 600), (826, 705), (829, 667), (808, 841), (835, 839), (826, 621)"
288,P01,20250513T084558Z,157.6,160.4,3941,4011,3939,P01_3939_272_206_1530_1072.jpg,cut leafs,strawberry,"272, 206, 1530, 1072","(311, 206), (300, 214), (298, 230), (293, 250), (291, 271), (290, 293), (288, 215), (286, 235), (286, 254), (285, 277)","(894, 619), (873, 634), (868, 666), (859, 706), (855, 749), (852, 792), (849, 637), (844, 677), (845, 715), (842, 760)"
289,P01,20250513T084558Z,162.24,165.36,4057,4135,4056,P01_4056_334_118_1584_1070.jpg,cut leafs,strawberry,"334, 118, 1584, 1070","(146, 244), (127, 260), (143, 281), (160, 267), (179, 272), (196, 283), (214, 313), (221, 334), (229, 364), (216, 367)","(626, 606), (589, 639), (620, 680), (654, 652), (693, 662), (727, 685), (763, 745), (776, 787), (793, 847), (766, 853)"
290,P01,20250513T084558Z,166.76,170.2,4170,4256,4152,P01_4152_352_144_1572_1066.jpg,cut leafs,strawberry,"352, 144, 1572, 1066","(224, 152), (226, 180), (228, 207), (227, 240), (227, 269), (227, 302), (226, 340), (217, 348), (187, 146), (209, 143)","(800, 449), (805, 504), (808, 558), (806, 625), (806, 683), (806, 748), (805, 825), (787, 840), (726, 437), (771, 430)"
291,P01,20250513T084558Z,171.48,174.36,4288,4360,4256,P01_4256_298_192_1566_1070.jpg,cut leafs,strawberry,"298, 192, 1566, 1070","(204, 225), (229, 199), (208, 204), (238, 223), (243, 239), (245, 257), (248, 274), (254, 296), (258, 321), (246, 334)","(707, 642), (757, 590), (714, 600), (774, 639), (785, 671), (788, 707), (795, 741), (807, 785), (814, 835), (791, 861)"
292,P01,20250513T084558Z,175.64,178.24,4392,4457,4360,P01_4360_300_216_1584_1068.jpg,cut leafs,strawberry,"300, 216, 1584, 1068","(209, 237), (228, 235), (236, 250), (240, 269), (242, 291), (226, 247), (232, 263), (236, 280), (231, 307), (250, 306)","(719, 690), (757, 687), (773, 717), (780, 755), (784, 798), (752, 711), (765, 742), (773, 776), (762, 831), (800, 829)"
293,P01,20250513T084558Z,179.24,182.24,4482,4557,4457,P01_4457_344_184_1530_1068.jpg,cut leafs,strawberry,"344, 184, 1530, 1068","(143, 216), (156, 224), (172, 231), (187, 248), (203, 268), (216, 297), (220, 322), (233, 309), (144, 241), (145, 205)","(630, 617), (656, 632), (689, 647), (718, 680), (751, 720), (777, 779), (785, 828), (810, 802), (633, 666), (635, 594)"
294,P01,20250513T084558Z,183.56,185.88,4590,4648,4557,P01_4557_380_202_1570_1072.jpg,cut leafs,strawberry,"380, 202, 1570, 1072","(206, 187), (213, 204), (213, 239), (215, 260), (216, 292), (224, 306), (210, 314), (191, 200), (191, 169), (222, 177)","(792, 577), (807, 611), (806, 680), (810, 722), (813, 786), (829, 814), (800, 831), (763, 603), (763, 540), (825, 556)"
